Protein	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722142047.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722202358.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722153152.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722213505.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722164251.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722224609.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722175352.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722235712.raw
Q5JTH9;Q5JTH9-2;Q5JTH9-3	Q5JTH9;Q5JTH9-2;Q5JTH9-3	RRP12_HUMAN	RRP12	RRP12-like protein	688761	579404	808339	1.20E+06	729518	1.18E+06	1.31E+06	1.07E+06	874987	2.10E+06	1.81E+06	1.44E+06
Q5JTJ3;Q5JTJ3-2;Q5JTJ3-3	Q5JTJ3;Q5JTJ3-2;Q5JTJ3-3	COA6_HUMAN	COA6	Cytochrome c oxidase assembly factor 6 homolog				399654	424189	354515				348193	296938	388140
Q5JTV8-3	Q5JTV8;Q5JTV8-2;Q5JTV8-3	TOIP1_HUMAN	TOR1AIP1	Isoform 3 of Torsin-1A-interacting protein 1	593667	498341	508347	1.38E+06	1.47E+06	1.45E+06	939218	882378	1.03E+06	1.91E+06	1.99E+06	1.93E+06
Q5JTZ9	Q5JTZ9	SYAM_HUMAN	AARS2	"Alanine--tRNA ligase, mitochondrial"	415622	281553	286937	698289	702161	803055	689088	791506	726863	877623	843363	866534
Q5M775	Q5M775;Q5M775-4	CYTSB_HUMAN	SPECC1	Cytospin-B	4.32E+06	4.57E+06	4.35E+06				2.70E+06	2.73E+06	2.80E+06	271272		295845
Q5QP82	Q5QP82;Q5QP82-2	DCA10_HUMAN	DCAF10	DDB1- and CUL4-associated factor 10	306743	285046	357346				295406	288751	290906			49193.7
Q5RKV6	Q5RKV6	EXOS6_HUMAN	EXOSC6	Exosome complex component MTR3	879249	920614	913093	974547	791973	788857	698098	626600	613754	652716	694949	625897
Q5SNT2	Q5SNT2;Q5SNT2-2	TM201_HUMAN	TMEM201	Transmembrane protein 201	1.39E+06	1.12E+06	1.42E+06		549498	406233	2.13E+06	1.95E+06	1.95E+06	634730	713655	677608
Q5SRE5	Q5SRE5;Q5SRE5-2	NU188_HUMAN	NUP188	Nucleoporin NUP188 homolog	551912	673100	691730	808574	925929	834904	1.62E+06	1.57E+06	1.38E+06	1.57E+06	1.26E+06	1.33E+06
Q5SSJ5;Q5SSJ5-2;Q5SSJ5-3	Q5SSJ5;Q5SSJ5-2;Q5SSJ5-3	HP1B3_HUMAN	HP1BP3	Heterochromatin protein 1-binding protein 3	731870	653901	867326	713399	842448	666900	561816	457718	398474	571233	638696	611415
Q5SVZ6	Q5SVZ6	ZMYM1_HUMAN	ZMYM1	Zinc finger MYM-type protein 1							991478	945125	878173	238660	202214	268596
Q5SW79;Q5SW79-3	Q5SW79;Q5SW79-2;Q5SW79-3	CE170_HUMAN	CEP170	Centrosomal protein of 170 kDa	955392	1.04E+06	890960	649053	587454	718940	900525	920321	1.03E+06	575420	653688	699292
Q5SWX8;Q5SWX8-3;Q5SWX8-4	Q5SWX8;Q5SWX8-3;Q5SWX8-4	ODR4_HUMAN	ODR4	Protein odr-4 homolog	170107	142019	171899	355037	350399	445626	269619	375212	430094	395171	413320	545456
Q5SY16	Q5SY16	NOL9_HUMAN	NOL9	Polynucleotide 5'-hydroxyl-kinase NOL9	1.04E+06	1.01E+06	569446		277197		1.14E+06	905656	1.22E+06	401919	352640	384146
Q5T160	Q5T160	SYRM_HUMAN	RARS2	"Probable arginine--tRNA ligase, mitochondrial"		218122		586728	635941	585872	494436	445727	527236	817020	769361	707007
Q5T4S7;Q5T4S7-2;Q5T4S7-3;Q5T4S7-4	Q5T4S7;Q5T4S7-2;Q5T4S7-3;Q5T4S7-4;Q5T4S7-5	UBR4_HUMAN	UBR4	E3 ubiquitin-protein ligase UBR4	1.48E+06	1.32E+06	1.29E+06	1.53E+06	1.58E+06	1.42E+06	571795	523980	443993	1.06E+06	881760	935471
Q5T5U3	Q5T5U3	RHG21_HUMAN	ARHGAP21	Rho GTPase-activating protein 21	5.78E+06	5.80E+06	5.66E+06	616695	517832	1.18E+06	3.79E+06	3.85E+06	3.84E+06	406989	266907	304989
Q5T6F2	Q5T6F2	UBAP2_HUMAN	UBAP2	Ubiquitin-associated protein 2	74662.8						572467	492227	606303	379957	342286	304959
Q5T749	Q5T749	KPRP_HUMAN	KPRP	Keratinocyte proline-rich protein	345168	377590		892193	839312	1.05E+06	534784	649501	403583	234699	276203	202584
Q5T750	Q5T750	XP32_HUMAN	XP32	Skin-specific protein 32	229499	206275		749298	660981	598531	466649	499608	379322		56906.7	75657.1
Q5T8P6;Q5T8P6-2;Q5T8P6-3	Q5T8P6;Q5T8P6-2;Q5T8P6-3;Q5T8P6-6	RBM26_HUMAN	RBM26	RNA-binding protein 26	668922	829231	675185	1.16E+06	1.43E+06	1.05E+06	772293	899181	656628	1.03E+06	929363	977841
Q5T9A4	Q5T9A4;Q5T9A4-3;Q5T2N8	ATD3B_HUMAN	ATAD3B	ATPase family AAA domain-containing protein 3B	1.75E+06	1.75E+06	1.67E+06	1.31E+06	1.44E+06	1.14E+06	1.14E+06	1.11E+06	1.23E+06	1.12E+06	1.16E+06	989571
Q5TA45;Q5TA45-2;Q5TA45-3	Q5TA45;Q5TA45-2;Q5TA45-3	INT11_HUMAN	INTS11	Integrator complex subunit 11	263860	283351	606223	597086	642429	606399	416668	480247	630794	621193	637690	794474
Q5TAQ9	Q5TAQ9;Q5TAQ9-2	DCAF8_HUMAN	DCAF8	DDB1- and CUL4-associated factor 8	160332	231340	234092	285243	322928	208020	457554	244031	394178	267871	346426	317235
Q5TC63;Q5TC63-3	Q5TC63;Q5TC63-3	GRTP1_HUMAN	GRTP1	Growth hormone-regulated TBC protein 1	299186	294329					220035	179195				
Q5TIE3;Q5TIE3-2;Q5TIE3-4;Q5TIE3-5	Q5TIE3;Q5TIE3-2;Q5TIE3-4;Q5TIE3-5	VW5B1_HUMAN	VWA5B1	von Willebrand factor A domain-containing protein 5B1				1.10E+06	1.15E+06	1.13E+06				1.20E+06	1.38E+06	708801
Q5TZA2;Q5TZA2-2	Q5TZA2;Q5TZA2-2	CROCC_HUMAN	CROCC	Rootletin				840102	919799	808830	416999	366528	438713	756414	815738	838028
Q5UIP0;Q5UIP0-2	Q5UIP0;Q5UIP0-2	RIF1_HUMAN	RIF1	Telomere-associated protein RIF1				123608			326929	294542	263797	263043	537406	218672
Q5VIR6;Q5VIR6-2;Q5VIR6-3;Q5VIR6-4	Q5VIR6;Q5VIR6-2;Q5VIR6-3;Q5VIR6-4	VPS53_HUMAN	VPS53	Vacuolar protein sorting-associated protein 53 homolog	201359	204687	197808	399219	409693	361507	156931	87176.4	104252	151661	286153	229992
Q5VT06	Q5VT06	CE350_HUMAN	CEP350	Centrosome-associated protein 350	331724	304420	246420	379306	252169	200082	1.01E+06	866605	860440	452590	369207	375700
Q5VT25;Q5VT25-2;Q5VT25-3;Q5VT25-4;Q5VT25-5;Q5VT25-6	Q5VT25;Q5VT25-2;Q5VT25-3;Q5VT25-4;Q5VT25-5;Q5VT25-6	MRCKA_HUMAN	CDC42BPA	Serine/threonine-protein kinase MRCK alpha	825603	771644	681382	708352	710147	421021	882677	1.32E+06	1.05E+06	588094	436862	514627
Q5VT52;Q5VT52-2;Q5VT52-3;Q5VT52-5	Q5VT52;Q5VT52-2;Q5VT52-3;Q5VT52-4;Q5VT52-5	RPRD2_HUMAN	RPRD2	Regulation of nuclear pre-mRNA domain-containing protein 2		227026	368468	264652	440137	378185	251863	170557	370792	318192	440339	
Q5VUA4	Q5VUA4	ZN318_HUMAN	ZNF318	Zinc finger protein 318	485762	480190	439584	223746	128368	213780	613593	646889	640732	354679	416888	337054
Q5VUD6;Q5VUD6-2	Q5VUD6;Q5VUD6-2	FA69B_HUMAN	FAM69B	Protein FAM69B	1.47E+06		3.01E+06		295868		1.12E+06	953927	1.41E+06	638786	815249	966012
Q5VUJ6;Q5VUJ6-2	Q5VUJ6;Q5VUJ6-2	LRCH2_HUMAN	LRCH2	Leucine-rich repeat and calponin homology domain-containing protein 2	5.07E+06	4.88E+06	4.39E+06	287584	482536	173380	3.35E+06	3.31E+06	3.25E+06	243915	274805	324832
Q5VY80;Q6H3X3;Q6H3X3-2;Q9BZM5	Q9BZM5;Q5VY80;Q6H3X3;Q6H3X3-2	N2DL2_HUMAN;RET1G_HUMAN;RET1L_HUMAN	RAET1G;RAET1L;ULBP2	Retinoic acid early transcript 1L protein	825359	807133	765558				663708	718828	691654			
Q5VYK3	Q5VYK3	ECM29_HUMAN	ECM29	Proteasome-associated protein ECM29 homolog	330571	331814	427791	709422	682377	705687	621321	723802	682403	850546	814097	868942
Q5VYV7	Q5VYV7	SLX4I_HUMAN	SLX4IP	Protein SLX4IP							499851	473586	431103	59328.5	115374	
Q5VZ89;Q5VZ89-3;Q5VZ89-5;Q5VZ89-7	Q5VZ89;Q5VZ89-3;Q5VZ89-5;Q5VZ89-7	DEN4C_HUMAN	DENND4C	DENN domain-containing protein 4C	54184.4	65544.5	83358.9	79897.3	55968.8	60409.5	101373	103465	82546.1	71040.4	66719.8	48682.7
Q5VZL5	Q5VZL5;Q5VZL5-2;Q5VZL5-3;Q5VZL5-4	ZMYM4_HUMAN	ZMYM4	Zinc finger MYM-type protein 4	212737	258510	210328	292880	348025	225072	942370	898885	985065	453289	454905	478135
Q5VZM2;Q5VZM2-2;Q7L523	Q7L523;Q5VZM2;Q5VZM2-2	RRAGA_HUMAN;RRAGB_HUMAN	RRAGA;RRAGB	Ras-related GTP-binding protein B	741259	567496	1.85E+06	637634	440221	469834	600116	630385	344844	320410	368277	463566
Q5W0B1	Q5W0B1	RN219_HUMAN	RNF219	RING finger protein 219	1.12E+06	1.12E+06	1.03E+06	560711	726674	423580	2.18E+06	2.09E+06	2.06E+06	1.43E+06	1.58E+06	1.47E+06
Q5XKE5	Q5XKE5	K2C79_HUMAN	KRT79	"Keratin, type II cytoskeletal 79"	3.75E+06	5.06E+06	3.36E+06	60047.5	309595	292599	1.35E+06	1.62E+06	1.59E+06		300238	136962
Q63HN8;Q63HN8-4	Q63HN8;Q63HN8-4	RN213_HUMAN	RNF213	E3 ubiquitin-protein ligase RNF213				197242		196707	171332	151377	110946	182751	228759	218365
Q658Y4	Q658Y4	F91A1_HUMAN	FAM91A1	Protein FAM91A1	198066	171816	183390		58536.4		274212	285195	356539	155033	75192.4	122332
Q66K14;Q66K14-2	Q66K14;Q66K14-2;Q6ZT07	TBC9B_HUMAN	TBC1D9B	TBC1 domain family member 9B	123466	262162	133484	255484	383601	361663	280548	363537	333947	682986	471144	509338
Q68DQ2	Q68DQ2;Q68DQ2-1;Q68DQ2-2	CRBG3_HUMAN	CRYBG3	Very large A-kinase anchor protein			109959				974678	954238	900660	441126	403769	402075
Q68E01;Q68E01-2	Q68E01;Q68E01-2;Q68E01-3	INT3_HUMAN	INTS3	Integrator complex subunit 3			105851	303857	391516	363138	447946	480963	519298	749317	781622	638076
Q68EM7;Q68EM7-2;Q68EM7-5;Q68EM7-6	Q17R89;Q17R89-2;Q17R89-3;Q68EM7;Q68EM7-2;Q68EM7-4;Q68EM7-5;Q68EM7-6	RHG17_HUMAN	ARHGAP17	Rho GTPase-activating protein 17	1.07E+06	1.21E+06	928723	987679	1.24E+06	1.19E+06	2.14E+06	2.40E+06	2.17E+06	1.02E+06	1.38E+06	1.41E+06
Q69YH5	Q69YH5	CDCA2_HUMAN	CDCA2	Cell division cycle-associated protein 2							825785	854222	776681	218193	105795	
Q69YL0	Q69YL0	NCAS2_HUMAN	NCBP2-AS2	Uncharacterized protein NCBP2-AS2	1.10E+06	1.04E+06	1.26E+06	343066	428371	356394	524021	425328	571170	438038	430048	191137
Q69YN4;Q69YN4-2;Q69YN4-3	Q69YN4;Q69YN4-2;Q69YN4-3;Q69YN4-4	VIR_HUMAN	KIAA1429	Protein virilizer homolog	772248	798917	739706				273594	319414	350348			
Q69YQ0;Q69YQ0-2	Q69YQ0;Q69YQ0-2	CYTSA_HUMAN	SPECC1L	Cytospin-A	1.56E+07	1.49E+07	1.52E+07	315826			7.65E+06	7.71E+06	7.87E+06	499667	370831	482450
Q6DKJ4;Q6DKJ4-2;Q6DKJ4-3	Q6DKJ4;Q6DKJ4-2;Q6DKJ4-3	NXN_HUMAN	NXN	Nucleoredoxin				195012	239161	221196				179874	264976	201455
Q6DN90;Q6DN90-2	Q5JU85;Q5JU85-2;Q5JU85-3;Q6DN90;Q6DN90-2	IQEC1_HUMAN	IQSEC1	IQ motif and SEC7 domain-containing protein 1	446800	567915	519709	185235	166925	203749	786471	812076	746836	331907	354659	367176
Q6E0U4;Q6E0U4-16;Q6E0U4-2;Q6E0U4-3;Q6E0U4-4;Q6E0U4-5;Q6E0U4-6;Q6E0U4-7	Q6E0U4;Q6E0U4-2;Q6E0U4-3;Q6E0U4-4;Q6E0U4-5;Q6E0U4-6;Q6E0U4-7;Q6E0U4-16	DMKN_HUMAN	DMKN	Dermokine							1.63E+06	1.63E+06				
Q6IAA8	Q6IAA8	LTOR1_HUMAN	LAMTOR1	Ragulator complex protein LAMTOR1	475871	666875	229319	254401	368179		680165	1.06E+06	320982	311361	249649	
Q6IAN0	Q6IAN0	DRS7B_HUMAN	DHRS7B	Dehydrogenase/reductase SDR family member 7B	787798	752103	784923	1.17E+06	935166	969505	1.02E+06	1.15E+06	1.33E+06	1.10E+06	924572	751604
Q6IBS0	Q6IBS0	TWF2_HUMAN	TWF2	Twinfilin-2	2.86E+06	2.53E+06	2.59E+06		748468	463245	1.76E+06	1.50E+06	1.64E+06		414742	
Q6IBW4;Q6IBW4-2;Q6IBW4-4	Q6IBW4;Q6IBW4-2;Q6IBW4-5;Q6IBW4-4	CNDH2_HUMAN	NCAPH2	Condensin-2 complex subunit H2	195421	165427	285294	314018	199528	373622	275877	344206	325725	336531	352152	494165
Q6IQ23;Q6IQ23-2	Q6IQ23;Q6IQ23-2	PKHA7_HUMAN	PLEKHA7	Pleckstrin homology domain-containing family A member 7	515504	478752	555220				450945	402015	358556			45204.5
Q6KCM7;Q6KCM7-2;Q6KCM7-3;Q6KCM7-4;Q6KCM7-5	Q6KCM7;Q6KCM7-2;Q6KCM7-3;Q6KCM7-4;Q6KCM7-5	SCMC2_HUMAN	SLC25A25	Calcium-binding mitochondrial carrier protein SCaMC-2					95031.5	213106					171196	185754
Q6NSI4	Q6NSI4;Q6NSI4-3;Q6NSI4-4	CX057_HUMAN	CXorf57	Uncharacterized protein CXorf57	522343	623415	672434	648591	439171	484676	1.39E+07	1.39E+07	1.44E+07	4.06E+06	4.05E+06	3.91E+06
Q6NSJ2;Q6NSJ2-2	Q6NSJ2;Q6NSJ2-2	PHLB3_HUMAN	PHLDB3	Pleckstrin homology-like domain family B member 3	333260	272724			899906	817647	474011					958127
Q6NTF9;Q6NTF9-2	Q6NTF9;Q6NTF9-2;Q6NTF9-3	RHBD2_HUMAN	RHBDD2	Rhomboid domain-containing protein 2	459830	598392		802586	788400	740870	864235	901163	892862	694425	696592	617732
Q6NUK1;Q6NUK1-2	Q6NUK1;Q6NUK1-2	SCMC1_HUMAN	SLC25A24	Calcium-binding mitochondrial carrier protein SCaMC-1			74724.1	317989	409845	472110	206602	184608	194510	401664	242672	
Q6NXE6;Q6NXE6-2	Q6NXE6;Q6NXE6-2	ARMC6_HUMAN	ARMC6	Armadillo repeat-containing protein 6					1.45E+07	1.25E+07	5.48E+06			7.27E+06	9.27E+06	8.51E+06
Q6NYC8	Q6NYC8;Q6NYC8-3;Q6NYC8-4	PPR18_HUMAN	PPP1R18	Phostensin	3.82E+06	3.81E+06	3.87E+06	253016		142774	1.84E+06	1.84E+06	1.79E+06		492212	
Q6NZ67;Q6P582	Q6P582;Q6NZ67	MZT2A_HUMAN;MZT2B_HUMAN	MZT2A;MZT2B	Mitotic-spindle organizing protein 2B	270636	438996	419172		219319		434953	423733	423394	415199	423025	406987
Q6P1J9	Q6P1J9	CDC73_HUMAN	CDC73	Parafibromin	478834	499169	487027	1.00E+06	1.03E+06	870872	980966	850054	892555	893059	994159	833273
Q6P1L8	Q6P1L8	RM14_HUMAN	MRPL14	"39S ribosomal protein L14, mitochondrial"	133504	157045	166226		114840		229406	285395	420275		92359.4	48472.1
Q6P1M0	Q6P1M0;Q6P1M0-2	S27A4_HUMAN	SLC27A4	Long-chain fatty acid transport protein 4	904887	788810	764247	829739	740914	746374	1.26E+06	1.26E+06	1.17E+06	1.28E+06	1.28E+06	1.35E+06
Q6P1N0;Q6P1N0-2	Q6P1N0;Q6P1N0-2	C2D1A_HUMAN	CC2D1A	Coiled-coil and C2 domain-containing protein 1A	161227			426517	456557	426771			64611.4	206538	238546	349196
Q6P1Q0;Q6P1Q0-7	Q6P1Q0;Q6P1Q0-2;Q6P1Q0-4;Q6P1Q0-7	LTMD1_HUMAN	LETMD1	LETM1 domain-containing protein 1	2.87E+06	2.92E+06	3.10E+06	389480	649118	623461	1.49E+06	1.59E+06	1.47E+06	511509	338924	562044
Q6P2E9	Q6P2E9;Q6P2E9-2	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4	180871			247242	287128	254713	196132	164260	157131	204567	264350	176533
Q6P2Q9	Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8	885749	837625	859396	1.69E+06	1.46E+06	1.57E+06	920269	974044	925777	1.65E+06	1.69E+06	1.75E+06
Q6P3W7	Q6P3W7	SCYL2_HUMAN	SCYL2	SCY1-like protein 2				57278.5	82735.7			81901.1	41027.5	104986	187461	
Q6P3X3	Q6P3X3	TTC27_HUMAN	TTC27	Tetratricopeptide repeat protein 27	159251	2.09E+06	313803	328574	279042	203989	752577	650369	742668	681092	560599	594810
Q6P444	Q6P444	MTFR2_HUMAN	MTFR2	Mitochondrial fission regulator 2							283147	297964	292104			
Q6P4A7	Q6P4A7;Q6P4A7-3	SFXN4_HUMAN	SFXN4	Sideroflexin-4	771625	751819	825045	1.28E+06	1.26E+06	1.22E+06	1.31E+06	1.23E+06	1.33E+06	1.76E+06	1.68E+06	1.62E+06
Q6P4F7	Q6P4F7;Q6P4F7-3	RHGBA_HUMAN	ARHGAP11A	Rho GTPase-activating protein 11A	1.10E+06	1.09E+06	1.06E+06				695775	759456	750285			
Q6P6B1	Q6P6B1	ERIC5_HUMAN	ERICH5	Glutamate-rich protein 5	456936	522774	513866			90548.9	184634					
Q6P996;Q6P996-3;Q6P996-4;Q6P996-5	Q6P996;Q6P996-3;Q6P996-4;Q6P996-5	PDXD1_HUMAN	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1			515195	749242	709488	646899	517295			975401	858235	809820
Q6P9B6	Q6P9B6	TLDC1_HUMAN	TLDC1	TLD domain-containing protein 1	1.04E+06	2.40E+06	1.60E+06				1.19E+06	1.63E+06	1.61E+06	493210		381237
Q6P9B9	Q6P9B9	INT5_HUMAN	INTS5	Integrator complex subunit 5	98646.8	87087.8	166573	136365		104657	123458	138669	210075	146553	224170	
Q6PCB7;Q6PCB7-2	Q6PCB7;Q6PCB7-2	S27A1_HUMAN	SLC27A1	Long-chain fatty acid transport protein 1							272458	271781		309033	192664	256534
Q6PCD5	Q6PCD5	RFWD3_HUMAN	RFWD3	E3 ubiquitin-protein ligase RFWD3	653079	617198	596541	113265	149085		679794	898572	940693	507180	457948	493889
Q6PD62	Q6PD62	CTR9_HUMAN	CTR9	RNA polymerase-associated protein CTR9 homolog	238374	328732	360509	1.04E+06	1.01E+06	963189	585194	808638	843888	1.15E+06	1.44E+06	1.32E+06
Q6PGP7	Q6PGP7	TTC37_HUMAN	TTC37	Tetratricopeptide repeat protein 37			58223.6		124066	188376	166737	210405	219796	230590	283859	256269
Q6PI48	Q6PI48	SYDM_HUMAN	DARS2	"Aspartate--tRNA ligase, mitochondrial"	609622	489171	826658	2.01E+06	1.51E+06	2.00E+06	984565	1.08E+06	1.14E+06	1.55E+06	1.67E+06	1.63E+06
Q6PJ61	Q6PJ61	FBX46_HUMAN	FBXO46	F-box only protein 46	847802	918470	723804				248209	320135	199412			
Q6PJG6	Q6PJG6;Q6PJG6-3	BRAT1_HUMAN	BRAT1	BRCA1-associated ATM activator 1	124689	138741	143456	147176	194747	118593	261240	223020	292712	352019	422763	280855
Q6PJT7-3	Q6PJT7-2;Q6PJT7-3;Q6PJT7-6;Q6PJT7-9;Q6PJT7-11	ZC3HE_HUMAN	ZC3H14	Isoform 3 of Zinc finger CCCH domain-containing protein 14							1.95E+06	1.99E+06	1.90E+06	84742.4		
Q6PJT7;Q6PJT7-5	Q6PJT7;Q6PJT7-2;Q6PJT7-3;Q6PJT7-4;Q6PJT7-5;Q6PJT7-6;Q6PJT7-8;Q6PJT7-9;Q6PJT7-10;Q6PJT7-11	ZC3HE_HUMAN	ZC3H14	Zinc finger CCCH domain-containing protein 14	801955	825198	722859	165944	248484	193509	2.75E+07	2.63E+07	2.67E+07	2.32E+06	2.26E+06	2.65E+06
Q6PKG0;Q6PKG0-3	Q659C4;Q659C4-2;Q659C4-5;Q659C4-6;Q659C4-7;Q6PKG0;Q6PKG0-3	LARP1_HUMAN	LARP1	La-related protein 1	518034	528945	684130	653514	553822	688052	463552	568600	495941	544266	641306	487233
Q6PML9	Q6PML9	ZNT9_HUMAN	SLC30A9	Zinc transporter 9				665030	750982	634310			193255	706290	704479	786165
Q6R327;Q6R327-3	Q6R327;Q6R327-3	RICTR_HUMAN	RICTOR	Rapamycin-insensitive companion of mTOR	330950	354354	476894	165372	275354	278933	677424	620256	530028	416288	386875	351585
Q6UB35	Q6UB35	C1TM_HUMAN	MTHFD1L	"Monofunctional C1-tetrahydrofolate synthase, mitochondrial"	514738	501441	535978	1.34E+06	1.55E+06	1.53E+06	1.17E+06	1.36E+06	1.16E+06	1.45E+06	1.54E+06	1.35E+06
Q6UN15;Q6UN15-4;Q6UN15-5	Q6UN15;Q6UN15-3;Q6UN15-4;Q6UN15-5	FIP1_HUMAN	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1	1.58E+06	1.55E+06	1.60E+06	1.91E+06	2.08E+06	2.29E+06	1.87E+06	1.82E+06	1.64E+06	2.41E+06	2.31E+06	2.28E+06
Q6UVJ0	Q6UVJ0	SAS6_HUMAN	SASS6	Spindle assembly abnormal protein 6 homolog		263954	265480	102844			398099	379330	454440			
Q6UVY6;Q6UVY6-2	Q6UVY6;Q6UVY6-2	MOXD1_HUMAN	MOXD1	DBH-like monooxygenase protein 1	1.83E+06	2.33E+06	2.00E+06	579837	363997	513215	1.80E+06	1.40E+06	1.92E+06	582845	837669	545112
Q6WCQ1-2	Q6WCQ1;Q6WCQ1-2;Q6WCQ1-3	MPRIP_HUMAN	MPRIP	Isoform 2 of Myosin phosphatase Rho-interacting protein	8.26E+06	8.37E+06	8.09E+06	820979	1.01E+06	1.15E+06	8.73E+06	8.73E+06	8.38E+06	483247	566994	554489
Q6WKZ4;Q6WKZ4-1;Q6WKZ4-3;Q7L804;Q7L804-2	Q7L804;Q7L804-2;Q6WKZ4;Q6WKZ4-3;Q6WKZ4-1	RFIP1_HUMAN;RFIP2_HUMAN	RAB11FIP1;RAB11FIP2	Rab11 family-interacting protein 1				41872.6			71380.7		230664			
Q6Y1H2	Q6Y1H2	HACD2_HUMAN	HACD2	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2	170806	224260	215888	439853	446311	428721	212146	206790	177754	516184	581922	556763
Q6Y7W6	Q6Y7W6;Q6Y7W6-3;Q6Y7W6-4;Q6Y7W6-5	GGYF2_HUMAN	GIGYF2	GRB10-interacting GYF protein 2	7.85E+06	8.15E+06	8.20E+06	1.05E+06	1.22E+06	983597	3.39E+06	3.45E+06	3.34E+06	1.05E+06	981705	916419
Q6YN16;Q6YN16-2	Q6YN16;Q6YN16-2	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	1.01E+06	658435	594722	624753	796356	832654	1.58E+06	1.29E+06	1.37E+06	757392	640674	860148
Q6ZMW3;Q6ZMW3-2	Q6ZMW3;Q6ZMW3-2	EMAL6_HUMAN	EML6	Echinoderm microtubule-associated protein-like 6	6.59E+06	7.32E+06	6.76E+06	8.58E+06	8.37E+06	7.95E+06	9.46E+06	7.73E+06	8.71E+06	5.98E+06	1.04E+07	5.58E+06
